CODIGO_MESA,DESCRIPCION,CODIGO_PAIS,NOMBRE_PAIS,CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,CODIGO_PROVINCIA,NOMBRE_PROVINCIA,CODIGO_SECCION,NOMBRE_MUNICIPIO,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_RECINTO,NOMBRE_RECINTO,NUMERO_MESA,INSCRITOS_HABILITADOS,S.A.M.,APU,BST,C-A,FPV,FIC,INCA-FS,TCA,L.E.A.L,MAS-IPSP,MRP,MTS,PP,PAN-BOL,PDC,SUMA,UCS,UNICO,UN SOL PARA ORURO,VOTO_VALIDO,VOTO_BLANCO,VOTO_NULO,VOTO_EMITIDO,VOTO_VALIDO_SISTEMA,VOTO_EMITIDO_SISTEMA
4000072,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,56,5,3,0,0,0,0,28,0,0,32,3,1,0,2,6,36,172,8,6,186,172,186
4000122,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,49,4,2,0,0,0,0,14,0,1,18,6,1,0,5,12,28,140,3,10,153,140,153
4000892,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,1,220,0,0,20,4,2,0,0,0,0,74,0,12,15,6,3,0,4,1,28,169,10,15,194,169,194
4000902,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,2,220,0,0,25,8,1,0,0,0,0,70,0,10,16,3,1,0,2,2,29,167,13,10,190,167,190
4001702,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),3,220,0,0,35,10,2,0,0,0,0,40,0,1,23,1,2,0,3,7,38,162,11,10,183,162,183
4001712,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),4,109,0,0,20,1,2,0,0,0,0,26,0,0,12,1,1,0,1,6,13,83,2,5,90,83,90
4001862,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,1,220,0,0,31,6,7,0,0,0,0,39,0,1,15,3,2,0,3,5,57,169,9,14,192,169,192
4001882,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,3,99,0,0,19,2,4,0,0,0,0,22,0,4,7,2,0,0,3,2,12,77,2,4,83,77,83
4002502,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,1,220,0,0,8,3,1,0,0,0,0,70,0,3,8,2,1,0,2,6,16,120,28,10,158,120,158
4002512,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,2,220,0,0,7,3,1,0,0,0,0,56,0,4,4,1,0,0,6,2,28,112,29,5,146,112,146
4002522,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,3,25,0,0,2,0,0,0,0,0,0,9,0,0,0,1,0,0,1,1,0,14,1,2,17,14,17
4003842,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,6,220,0,0,36,7,9,0,0,0,0,41,0,1,19,2,4,0,2,11,41,173,12,11,196,173,196
4003862,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,8,188,0,0,29,5,3,0,0,0,0,41,0,0,16,3,0,0,8,5,38,148,10,7,165,148,165
4004662,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,46,5,2,0,0,0,0,36,0,1,21,5,1,0,4,7,45,173,11,17,201,173,201
4004682,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,27,8,4,0,0,0,0,37,0,0,13,2,3,0,0,8,36,138,7,7,152,138,152
4006482,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,1,128,0,0,17,1,1,0,0,0,0,35,0,1,1,1,1,0,0,0,12,70,10,6,86,70,86
4007262,GOBERNADOR(A),32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,1,230,0,0,34,2,3,0,0,0,0,70,0,6,22,9,2,0,4,6,29,187,13,17,217,187,217
4000072,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,46,0,0,0,0,0,0,18,0,1,0,14,4,0,8,6,40,137,39,10,186,137,186
4000122,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,36,0,0,0,0,0,0,10,0,0,0,8,3,0,5,12,35,109,31,13,153,109,153
4000892,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,1,220,0,0,14,0,0,0,0,0,0,68,0,0,0,11,8,0,11,10,23,145,31,18,194,145,194
4000902,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,2,220,0,0,17,0,0,0,0,0,0,63,0,0,0,3,3,0,2,9,23,120,49,21,190,120,190
4001702,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),3,220,0,0,23,0,0,0,0,0,0,20,0,0,0,10,3,0,7,12,43,118,50,15,183,118,183
4001712,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),4,109,0,0,11,0,0,0,0,0,0,15,0,0,0,2,0,0,4,14,14,60,24,6,90,60,90
4001862,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,1,220,0,0,25,0,0,0,0,0,0,28,0,0,0,11,3,0,5,12,53,137,40,15,192,137,192
4001882,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,3,99,0,0,13,0,0,0,0,0,0,16,0,0,0,6,0,0,6,3,13,57,14,12,83,57,83
4002502,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,1,220,0,0,5,0,0,0,0,0,0,72,0,0,0,1,1,0,4,9,9,101,47,10,158,101,158
4002512,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,2,220,0,0,2,0,0,0,0,0,0,52,0,0,0,3,1,0,7,12,12,89,44,13,146,89,146
4002522,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,3,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,3,12,5,0,17,12,17
4003842,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,6,220,0,0,31,0,0,0,0,0,0,31,0,1,0,11,4,0,10,13,36,137,43,16,196,137,196
4003862,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,8,188,0,0,20,0,0,0,0,0,0,33,0,2,0,11,3,0,9,10,36,124,34,7,165,124,165
4004662,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,40,0,0,0,0,0,0,22,0,0,0,8,5,0,6,12,43,136,43,22,201,136,201
4004682,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,14,0,0,0,0,0,0,29,0,0,0,9,6,0,0,8,41,107,35,10,152,107,152
4006482,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,1,128,0,0,7,0,0,0,0,0,0,35,0,0,0,3,1,0,1,4,7,58,22,6,86,58,86
4007262,ASAMBLEISTA TERRITORIO,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,1,230,0,0,21,0,0,0,0,0,0,60,0,0,0,13,3,0,9,20,35,161,35,21,217,161,217
4000072,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,37,12,7,0,0,0,0,15,0,2,16,8,6,0,2,5,35,145,33,8,186,145,186
4000122,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,30,3,4,0,0,0,0,10,0,1,9,5,4,0,3,5,34,108,36,9,153,108,153
4000892,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,1,220,0,0,13,6,3,0,0,0,0,55,0,8,12,4,9,0,7,2,20,139,44,11,194,139,194
4000902,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25035,U. E. Alto Oruro,2,220,0,0,15,4,4,0,0,0,0,55,0,10,9,0,6,0,2,2,18,125,58,7,190,125,190
4001702,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),3,220,0,0,18,12,3,0,0,0,0,19,0,3,12,4,4,0,4,2,36,117,57,9,183,117,183
4001712,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),4,109,0,0,13,4,2,0,0,0,0,10,0,2,5,1,1,0,2,3,18,61,27,2,90,61,90
4001862,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,1,220,0,0,19,12,8,0,0,0,0,26,0,1,12,7,5,0,3,3,43,139,43,10,192,139,192
4001882,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,3,99,0,0,12,5,3,0,0,0,0,11,0,3,5,7,1,0,3,1,10,61,15,7,83,61,83
4002502,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,1,220,0,0,2,0,4,0,0,0,0,52,0,0,5,1,2,0,6,2,5,79,73,6,158,79,158
4002512,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,2,220,0,0,3,1,0,0,0,0,0,43,0,4,4,2,2,0,9,6,13,87,55,4,146,87,146
4002522,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,3,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,8,9,0,17,8,17
4003842,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,6,220,0,0,22,7,9,0,0,0,0,25,0,3,15,2,8,0,7,3,29,130,52,14,196,130,196
4003862,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,8,188,0,0,14,10,2,0,0,0,0,29,0,2,7,6,1,0,3,4,27,105,53,7,165,105,165
4004662,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,33,7,6,0,0,0,0,24,0,2,10,7,4,0,3,7,40,143,41,17,201,143,201
4004682,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,13,6,7,0,0,0,0,26,0,0,6,4,5,0,1,4,30,102,43,7,152,102,152
4006482,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,1,128,0,0,5,0,0,0,0,0,0,24,0,0,0,3,1,0,0,0,7,40,40,6,86,40,86
4007262,ASAMBLEISTA POBLACION,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,1,230,0,0,16,4,5,0,0,0,0,58,0,10,8,8,3,0,6,5,27,150,54,13,217,150,217
4000036,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,3,220,0,0,25,5,1,0,3,0,5,35,7,0,5,3,14,0,3,1,64,171,9,12,192,171,192
4000076,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,27,4,4,0,5,0,4,19,7,0,9,6,8,0,0,5,84,182,1,3,186,182,186
4000126,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,26,6,2,0,2,0,6,9,4,1,8,2,9,0,1,1,65,142,3,8,153,142,153
4000156,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,3,220,0,0,14,4,4,0,1,0,11,31,7,1,7,3,27,0,1,4,62,177,7,4,188,177,188
4000186,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,6,26,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,1,0,8,16,2,2,20,16,20
4001706,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),3,220,0,0,14,5,4,0,2,0,12,21,7,2,3,8,15,0,6,4,70,173,2,8,183,173,183
4001716,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),4,109,0,0,9,4,4,0,0,0,2,16,3,1,1,1,12,0,2,1,29,85,1,4,90,85,90
4001886,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,3,99,0,0,9,4,1,0,4,0,1,12,3,1,2,4,7,0,3,2,26,79,1,3,83,79,83
4002506,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,1,220,0,0,3,3,0,0,2,0,9,73,3,1,3,2,5,0,6,12,9,131,19,8,158,131,158
4002516,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,2,220,0,0,3,2,2,0,0,0,7,58,3,1,5,6,9,0,10,10,10,126,14,6,146,126,146
4002526,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,3,25,0,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,1,0,3,14,1,2,17,14,17
4003616,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31010,Coliseo Cerrado Palacio de los Deportes (Temporal),5,220,0,0,9,9,3,0,1,0,6,59,6,3,17,5,21,0,1,2,43,185,6,4,195,185,195
4003646,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31010,Coliseo Cerrado Palacio de los Deportes (Temporal),8,220,0,0,6,10,4,0,1,0,13,60,4,3,4,3,14,0,3,2,45,172,4,16,192,172,192
4003846,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,6,220,0,0,26,9,6,0,2,0,8,24,7,0,13,3,11,0,4,4,67,184,2,10,196,184,196
4003866,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,8,188,0,0,9,12,2,0,5,0,4,20,3,2,7,9,23,0,4,3,52,155,4,6,165,155,165
4004666,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,25,8,3,0,4,0,5,13,3,1,10,8,23,0,2,6,70,181,6,14,201,181,201
4004686,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,7,8,3,0,1,0,4,27,4,0,10,7,13,0,0,1,57,142,3,7,152,142,152
4006486,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,1,128,0,0,8,4,0,0,0,0,1,37,1,0,0,0,2,0,0,1,18,72,6,8,86,72,86
4007266,ALCALDESA/ALCALDE,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,1,230,0,0,10,5,2,0,3,0,16,51,13,2,11,4,16,0,4,4,47,188,9,20,217,188,217
4000036,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,85,Liceo Antofagasta,3,220,0,0,22,8,7,0,0,0,4,30,5,3,5,5,7,0,2,1,53,152,26,14,192,152,192
4000076,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,1,220,0,0,20,8,13,0,2,0,2,18,9,0,6,10,4,0,4,1,59,156,25,5,186,156,186
4000126,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,86,Colegio Jesus Maria Fe y Alegria,6,172,0,0,20,9,5,0,2,0,5,9,4,1,8,1,6,0,1,2,51,124,22,7,153,124,153
4000156,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,3,220,0,0,11,5,6,0,1,0,7,33,4,2,3,4,16,0,2,4,46,144,37,7,188,144,188
4000186,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,87,Col. Aniceto Arce,6,26,0,0,0,1,1,0,1,0,1,2,1,1,0,0,1,0,0,0,8,17,1,2,20,17,20
4001706,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),3,220,0,0,11,6,8,0,2,0,9,18,7,3,3,6,10,0,2,2,49,136,41,6,183,136,183
4001716,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,118,Fac. De Derecho (Esc. 10 De Febrero),4,109,0,0,4,9,5,0,0,0,0,15,0,0,3,1,8,0,1,1,22,69,19,2,90,69,90
4001886,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25045,U.E. Particular Arrieta,3,99,0,0,4,1,2,0,3,0,1,11,5,3,2,6,6,0,3,4,20,71,11,1,83,71,83
4002506,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,1,220,0,0,3,1,2,0,2,0,1,62,0,1,2,1,4,0,9,4,4,96,56,6,158,96,158
4002516,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,2,220,0,0,3,3,2,0,0,0,3,47,1,0,2,5,7,0,8,5,6,92,46,8,146,92,146
4002526,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,93,(Cárcel) Penal San Pedro,3,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,9,8,0,17,9,17
4003616,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31010,Coliseo Cerrado Palacio de los Deportes (Temporal),5,220,0,0,9,8,6,0,2,0,3,47,7,3,8,4,7,0,1,2,32,139,52,4,195,139,195
4003646,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,31010,Coliseo Cerrado Palacio de los Deportes (Temporal),8,220,0,0,5,5,4,0,1,0,10,45,2,1,3,2,9,0,1,3,34,125,54,13,192,125,192
4003846,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,6,220,0,0,20,12,6,0,2,0,3,23,5,0,8,4,10,0,5,4,47,149,36,11,196,149,196
4003866,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,25033,Col. Particular Bolivia Japon,8,188,0,0,8,12,4,0,5,0,2,22,4,3,3,7,11,0,5,1,36,123,36,6,165,123,165
4004666,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,1,220,0,0,21,6,5,0,2,0,5,19,3,0,8,5,14,0,3,4,49,144,41,16,201,144,201
4004686,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,89,CEMEI,3,170,0,0,4,5,7,0,0,0,2,22,5,0,4,3,8,0,2,0,44,106,39,7,152,106,152
4006486,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,149,(Cárcel) Centro Penitenciario La Merced,1,128,0,0,6,1,0,0,2,0,0,28,0,1,0,0,2,0,0,1,5,46,34,6,86,46,86
4007266,CONCEJALES,32,Bolivia,4,Oruro,1,Cercado,1,Oruro,2059,Oruro,26490,U.E. Juan Lechin Oquendo 2,1,230,0,0,7,9,4,0,2,0,9,50,10,4,9,11,10,0,11,2,31,169,36,12,217,169,217
